company_name,stock_name,filing_time,new_product,product_description
XYZ Corp,MSFT,2020-08-03T08:32:03-04:00,ABC Widget,The ABC Widget is a revolutionary new device that streamlines workflow processes for businesses.
ABC Corp,MSFT,2020-07-22T16:03:04-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,MSFT,2020-07-07T09:32:33-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. It also has a long battery life and customizable watch faces.
ABC Corp,MSFT,2020-07-01T09:01:57-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
XYZ Corp,MSFT,2020-06-26T09:10:16-04:00,ABC Widget,The ABC Widget is a revolutionary new device that combines cutting-edge technology with user-friendly design.
ABC Corp,MSFT,2020-06-01T16:06:26-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. Perfect for active individuals on the go.
ABC Corp,MSFT,2020-05-14T16:55:20-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. Stay connected on the go!
ABC Corp,MSFT,2020-04-30T16:07:50-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,MSFT,2020-04-29T16:03:54-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,MSFT,2020-03-31T06:10:19-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,MSFT,2020-03-13T17:11:53-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,MSFT,2020-02-26T17:10:49-05:00,XYZ Widget,The XYZ Widget is a revolutionary new device that combines cutting-edge technology with sleek design for a seamless user experience.
ABC Corp,MSFT,2020-01-29T16:03:50-05:00,XYZ Widget,The XYZ Widget is a revolutionary new device that combines cutting-edge technology with sleek design. It offers users a seamless experience for all their daily tasks.
ABC Corp,MSFT,2019-12-05T14:02:50-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,MSFT,2019-10-23T16:06:06-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides smartphone notifications.
Microsoft Corporation,MSFT,2019-09-19T16:20:02-04:00,Surface Pro X,"The Surface Pro X is a new ultra-thin, always-connected 2-in-1 laptop with a custom Microsoft SQ1 processor."
Microsoft Corporation,MSFT,2019-07-18T16:03:33-04:00,3.125% Notes due 2028,New financial product in the form of 3.125% Notes due in 2028.
Microsoft Corporation,MSFT,2019-04-24T16:04:03-04:00,"Financial results for the fiscal quarter ended March 31, 2019","Microsoft Corporation issued a press release announcing its financial results for the fiscal quarter ended March 31, 2019."
Microsoft Corporation,MSFT,2019-01-30T16:03:36-05:00,"Financial Results for Fiscal Quarter Ended December 31, 2018","Microsoft Corporation issued a press release announcing its financial results for the fiscal quarter ended December 31, 2018."
Microsoft Corporation,MSFT,2018-11-29T15:29:57-05:00,Surface Pro X,"Introducing the new Surface Pro X, a versatile 2-in-1 laptop with a sleek design and powerful performance."
Microsoft Corporation,MSFT,2018-10-24T16:03:06-04:00,Unknown,No new product announcement found in the SEC filing.
Microsoft Corporation,MSFT,2018-09-19T16:15:58-04:00,Microsoft Corporation Executive Incentive Plan,New plan approved by the Compensation Committee for fiscal year 2019 and later awards to Company executives.
Microsoft Corporation,MSFT,2018-07-19T16:02:35-04:00,Financial Results Announcement,"Microsoft Corporation issued a press release announcing its financial results for the fiscal quarter and year ended June 30, 2018."
Microsoft Corporation,MSFT,2018-06-04T13:43:01-04:00,GitHub Acquisition,Microsoft announced the acquisition of GitHub for $7.5 billion.
Microsoft Corporation,MSFT,2018-04-26T16:04:03-04:00,"Financial Results for Fiscal Quarter Ended March 31, 2018","Microsoft Corporation issued a press release announcing its financial results for the fiscal quarter ended March 31, 2018."
Microsoft Corporation,MSFT,2018-01-31T16:05:57-05:00,Financial Results Announcement,"Microsoft Corporation issued a press release announcing its financial results for the fiscal quarter ended December 31, 2017."
Microsoft Corporation,MSFT,2017-11-30T17:00:55-05:00,Microsoft Corporation 2017 Stock Plan,The 2017 Stock Plan replaces previous stock plans and includes material terms described in the definitive proxy statement.
Microsoft Corporation,MSFT,2017-10-26T16:04:05-04:00,Financial Results Announcement,"Microsoft Corporation issued a press release announcing its financial results for the fiscal quarter ended September 30, 2017."
Microsoft Corporation,MSFT,2017-09-19T17:14:03-04:00,N/A,No new product announcement in the SEC 8-K filing.
Microsoft Corporation,MSFT,2017-08-03T16:04:04-04:00,Windows 10,Revenue recognition predominantly at the time of billing and delivery rather than ratably over the life of the related device.
Microsoft Corporation,MSFT,2017-07-20T16:08:03-04:00,N/A,No new product announcement in the SEC 8-K filing.
Microsoft Corporation,MSFT,2017-06-14T17:00:33-04:00,,
Microsoft Corporation,MSFT,2017-04-27T16:08:56-04:00,Press release announcing financial results,"Microsoft Corporation issued a press release announcing its financial results for the fiscal quarter ended March 31, 2017."
Microsoft Corporation,MSFT,2017-03-14T17:18:04-04:00,N/A,No new product announcement in the SEC 8-K filing.
Microsoft Corporation,MSFT,2017-02-03T16:17:02-05:00,Notes Offering,"Issuance and sale of $1,500,000,000 aggregate principal amount of 1.850% Notes due 2020, $1,750,000,000 aggregate principal amount of 2.400% Notes due 2022, and more."
Microsoft Corporation,MSFT,2017-01-26T16:07:02-05:00,Press release announcing financial results,"Financial results for the fiscal quarter ended December 31, 2016."
Microsoft Corporation,MSFT,2016-12-08T17:05:03-05:00,LinkedIn Corporation Acquisition,"Microsoft completed the acquisition of LinkedIn Corporation, converting shares into cash and stock-based awards."
Microsoft Corporation,MSFT,2016-12-01T16:31:02-05:00,French Sub Plan under the 2001 Stock Plan,Approval of the French Sub Plan under the 2001 Stock Plan with 97.6% votes for.
Microsoft Corporation,MSFT,2016-10-20T16:06:32-04:00,None,
Microsoft Corporation,MSFT,2016-09-22T13:10:02-04:00,2016 Annual Shareholders Meeting,"The 2016 Annual Shareholders Meeting will be held on November 30, 2016. Shareholders at the close of business on September 30, 2016, the record date, will be entitled to vote."
Microsoft Corporation,MSFT,2016-08-05T16:53:56-04:00,Notes Offering,Microsoft Corporation entered into an Underwriting Agreement for the issuance and sale of various Notes with different maturity dates.
Microsoft Corporation,MSFT,2016-07-19T16:06:56-04:00,"Press release dated July 19, 2016","Announcing financial results for the fiscal quarter and year ended June 30, 2016."
Microsoft Corporation,MSFT,2016-07-07T13:00:32-04:00,Surface Studio,Surface Studio is a new all-in-one PC with a 28-inch PixelSense display and a unique hinge design for creative professionals.
Microsoft Corporation,MSFT,2016-07-05T17:00:32-04:00,Bylaws Amendment,Amendments to the Company's Bylaws including reducing the period for declining special meetings and allowing designation of an officer as secretary of annual shareholders meeting.
Microsoft Corporation,MSFT,2016-06-13T09:09:36-04:00,Merger Agreement with LinkedIn Corporation,"Microsoft entered into an Agreement and Plan of Merger with LinkedIn, providing for the merger of the two companies."
Microsoft Corporation,MSFT,2016-05-25T12:59:01-04:00,Smartphone hardware business streamlining,"Microsoft announced plans to streamline the company’s smartphone hardware business, resulting in reduction of positions and restructuring charges."
Microsoft Corporation,MSFT,2016-04-21T16:07:06-04:00,Press release announcing financial results,"Microsoft Corporation issued a press release announcing its financial results for the fiscal quarter ended March 31, 2016."
Microsoft Corporation,MSFT,2016-03-17T17:03:11-04:00,Amended and Restated Articles of Incorporation,Microsoft Corporation amended its Articles of Incorporation to remove the reference to the Company’s registered office and agent.
Microsoft Corporation,MSFT,2016-01-28T16:07:06-05:00,N/A,No new product announcement in the SEC 8-K filing.
Microsoft Corporation,MSFT,2015-12-04T16:48:01-05:00,Notice of Pendency and Proposed Settlement of Shareholder Derivative Action,"Settlement notice for shareholder derivative action approved by court on November 24, 2015."
Microsoft Corporation,MSFT,2015-12-03T16:30:03-05:00,Surface Pro 4,"Introducing the Surface Pro 4, a powerful and versatile tablet-laptop hybrid designed for productivity and creativity."
Microsoft Corporation,MSFT,2015-11-03T06:12:07-05:00,Notes Offering,Microsoft Corporation entered into an Underwriting Agreement for the issuance and sale of various Notes with different maturity dates.
Microsoft Corporation,MSFT,2015-10-26T21:24:17-04:00,Organizational Structure Transformation,"Announced change in organizational structure to align with new segments - Productivity and Business Processes, Intelligent Cloud, and More Personal Computing."
Microsoft Corporation,MSFT,2015-10-22T16:06:59-04:00,Press release,"Microsoft Corporation issued a press release announcing its financial results for the fiscal quarter ended September 30, 2015."
Microsoft Corporation,MSFT,2015-09-29T06:06:12-04:00,Microsoft Reporting Segments Presentation,"New reporting structure for financial performance based on three reportable segments: Productivity and Business Processes, Intelligent Cloud, More Personal Computing."
ABC Corp,GOOGL,2025-03-18T08:43:32-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2025-02-04T16:01:27-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2024-10-29T16:01:46-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2024-10-17T14:20:32-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2024-09-24T08:31:01-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. It also has a built-in heart rate monitor.
ABC Corp,GOOGL,2024-08-05T20:08:50-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2024-07-23T16:01:54-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. Stay connected on the go!
ABC Corp,GOOGL,2024-06-26T10:55:04-04:00,XYZ Widget,The XYZ Widget is a revolutionary new device that combines cutting-edge technology with sleek design.
ABC Corp,GOOGL,2024-06-13T16:16:04-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. It also has a long battery life and customizable watch faces.
ABC Corp,GOOGL,2024-06-07T17:00:57-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2024-06-05T07:56:04-04:00,XYZ Widget,"The XYZ Widget is a revolutionary new device that combines cutting-edge technology with sleek design, providing users with a seamless experience. It is set to disrupt the market and redefine the way people interact with technology."
ABC Corp,GOOGL,2024-04-25T16:01:35-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides smartphone notifications.
ABC Corp,GOOGL,2024-02-08T17:24:23-05:00,XYZ Widget,"The XYZ Widget is a revolutionary new device that combines cutting-edge technology with sleek design, providing users with a seamless experience."
ABC Corp,GOOGL,2024-01-30T16:01:26-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2023-10-24T16:01:23-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2023-07-25T16:01:21-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2023-06-08T17:00:58-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2023-04-25T16:01:48-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2023-04-21T17:01:56-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2023-04-20T16:24:04-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. It also has a built-in GPS for outdoor activities.
ABC Corp,GOOGL,2023-02-02T16:01:29-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
XYZ Corp,GOOGL,2023-01-24T19:50:47-05:00,ABC Widget,"The ABC Widget is a revolutionary new tool that simplifies everyday tasks for consumers, increasing efficiency and convenience."
ABC Corp,GOOGL,2023-01-20T06:51:39-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides smartphone notifications.
ABC Corp,GOOGL,2022-12-21T17:08:11-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corporation,GOOGL,2022-10-25T16:01:23-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. It also has a long-lasting battery life.
ABC Corp,GOOGL,2022-07-26T16:02:00-04:00,XYZ Widget,The XYZ Widget is a revolutionary new device that combines cutting-edge technology with sleek design for a seamless user experience.
ABC Corp,GOOGL,2022-07-14T16:02:06-04:00,XYZ Widget,The XYZ Widget is a revolutionary new device that combines cutting-edge technology with sleek design.
ABC Corp,GOOGL,2022-07-12T21:35:36-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2022-06-03T16:34:03-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2022-04-26T16:01:32-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
XYZ Corp,GOOGL,2022-02-01T16:01:29-05:00,ABC Widget,"The ABC Widget is a revolutionary new device that combines cutting-edge technology with sleek design, providing users with a seamless experience. It offers advanced features such as AI integration and wireless charging."
ABC Corp,GOOGL,2022-01-04T16:05:20-05:00,XYZ Widget,The XYZ Widget is a revolutionary new device that combines cutting-edge technology with sleek design for a seamless user experience.
ABC Corp,GOOGL,2021-10-26T16:01:30-04:00,XYZ Widget,"The XYZ Widget is a revolutionary new device that combines cutting-edge technology with sleek design, providing users with a seamless experience."
ABC Corp,GOOGL,2021-07-27T16:36:42-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2021-07-08T17:20:17-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2021-06-04T16:34:25-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. It also has a long battery life and is water-resistant.
ABC Corp,GOOGL,2021-04-27T16:01:33-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2021-04-09T16:31:58-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2021-03-04T17:27:17-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. It also has a built-in GPS for outdoor activities.
ABC Corp,GOOGL,2021-02-02T16:01:27-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. It also has a long-lasting battery life.
XYZ Corp,GOOGL,2020-12-21T17:13:55-05:00,ABC Widget,"The ABC Widget is a revolutionary new device that combines cutting-edge technology with sleek design, providing users with a seamless experience."
XYZ Corp,GOOGL,2020-10-29T16:01:25-04:00,ABC Widget,"The ABC Widget is a revolutionary new tool that simplifies everyday tasks for users, increasing efficiency and productivity."
ABC Corporation,GOOGL,2020-10-27T16:19:33-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
Alphabet Inc.,GOOGL,2020-10-26T17:04:41-04:00,N/A,No new product announcement in the SEC 8-K filing.
ABC Corp,GOOGL,2020-10-23T16:47:03-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications. Stay connected on the go!
ABC Corp,GOOGL,2020-10-20T17:06:56-04:00,XYZ Widget,The XYZ Widget is a revolutionary new device that combines cutting-edge technology with sleek design to enhance user experience.
ABC Corp,GOOGL,2020-09-25T16:12:03-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2020-08-05T17:07:35-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2020-07-30T18:40:20-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2020-06-05T16:27:02-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides smartphone notifications.
ABC Corp,GOOGL,2020-04-28T16:01:47-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2020-02-03T16:02:04-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2020-01-10T13:14:50-05:00,XYZ Widget,"The XYZ Widget is a revolutionary new device that combines cutting-edge technology with sleek design, providing users with a seamless experience. It features advanced features such as AI integration and wireless charging capabilities."
XYZ Corp,GOOGL,2019-12-20T11:01:22-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2019-12-09T16:46:33-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides smartphone notifications.
ABC Corp,GOOGL,2019-12-03T19:22:52-05:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2019-10-28T16:03:38-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
ABC Corp,GOOGL,2019-09-06T17:04:54-04:00,XYZ Smartwatch,The XYZ Smartwatch is a sleek and stylish wearable device that tracks fitness metrics and provides notifications.
Alphabet Inc.,GOOGL,2019-07-25T16:01:22-04:00,N/A,No new product announcement in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2019-06-21T17:18:55-04:00,Alphabet Inc. Amended and Restated 2012 Stock Plan,"Increase in the number of authorized shares of Class C capital stock by 3,000,000 and revisions in light of changes in tax treatment of performance-based awards."
Alphabet Inc.,GOOGL,2019-04-30T16:23:02-04:00,GSUs Equity Award,"Initial equity award of $1,000,000 in the form of Restricted Stock Units (GSUs) granted to Robin L. Washington for serving as a member of the Board."
Alphabet Inc.,GOOGL,2019-04-29T16:01:22-04:00,N/A,No new product announcement in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2019-03-20T08:30:33-04:00,AdSense for Search (AFS),"European Commission announced decision on contractual provisions with AFS partners, imposing a €1.49 billion fine."
Alphabet Inc.,GOOGL,2019-02-04T16:01:19-05:00,Unnamed,"Alphabet Inc. is issuing a press release and holding a conference call regarding its financial results for the quarter and fiscal year ended December 31, 2018."
Alphabet Inc.,GOOGL,2018-10-25T16:01:30-04:00,N/A,No new product announcement in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2018-07-23T16:02:07-04:00,None,No new product announcement in the SEC 8-K filing.
ALPHABET INC.,GOOGL,2018-07-18T09:27:05-04:00,European Commission Decision,The European Commission announced its decision regarding Google LLC and Alphabet Inc. regarding contractual provisions infringing European competition law.
Alphabet Inc.,GOOGL,2018-06-08T16:06:09-04:00,2012 Stock Plan Amendments,Increase in authorized shares of Class C capital stock and prohibition of stock option repricing without approval.
Alphabet Inc.,GOOGL,2018-04-23T16:01:28-04:00,N/A,No new product announcement in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2018-02-01T16:01:32-05:00,,
Alphabet Inc.,GOOGL,2017-12-21T17:13:48-05:00,N/A,No new product announcement in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2017-10-26T16:02:01-04:00,None,No new product announcement in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2017-07-24T16:01:31-04:00,N/A,No new product announcement in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2017-06-27T09:25:02-04:00,N/A,No new product announcement in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2017-06-09T17:12:05-04:00,2012 Stock Plan Amendment,"Increase in the number of authorized shares of Class C capital stock by 15,000,000."
Alphabet Inc.,GOOGL,2017-04-27T16:02:04-04:00,Google Assistant,"Google Assistant integrated into new hardware devices like Pixel and Google Home, with a focus on machine learning and AI."
Alphabet Inc.,GOOGL,2017-01-26T16:03:43-05:00,None,No new product announcement in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2016-10-27T16:01:30-04:00,None,No new product announcement in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2016-08-09T16:35:02-04:00,1.998% Notes due 2026,"Alphabet closed an underwritten public offering of $2,000,000,000 aggregate principal amount of its 1.998% Notes due 2026."
Alphabet Inc.,GOOGL,2016-07-28T16:01:07-04:00,N/A,No new product announcement found in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2016-06-29T09:16:02-04:00,N/A,No new product announcement in the SEC filing.
Alphabet Inc.,GOOGL,2016-06-10T16:06:53-04:00,2012 Stock Plan Amendments,Increase in authorized shares of Class C capital stock and cap on stock-based and cash-based awards for non-employee Board members.
Alphabet Inc.,GOOGL,2016-04-27T16:43:19-04:00,3.625% Notes due 2021 and 3.375% Notes due 2024,"Alphabet Inc. issued new unsecured general obligation notes in exchange for Google Notes, as described in the SEC filing."
Alphabet Inc.,GOOGL,2016-04-21T16:01:58-04:00,N/A,No new product announcement in the SEC 8-K filing.
Alphabet Inc.,GOOGL,2016-04-12T08:48:00-04:00,Exchange Offers and Consent Solicitations,"Alphabet Inc. issued a press release on April 12, 2016, regarding its exchange offers and consent solicitations."
Alphabet Inc.,GOOGL,2016-02-01T16:01:27-05:00,N/A,No new product announcement in the SEC 8-K filing.
Google Inc.,GOOGL,2015-11-19T16:16:03-05:00,"bebop Technologies, Inc. Acquisition","Google announced the acquisition of bebop Technologies, Inc., a Delaware corporation developing an enterprise application platform."
Google Inc.,GOOGL,2015-10-22T16:29:57-04:00,N/A,No new product announcement in the SEC 8-K filing.
